trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder
181,highloss,1,2,1,Drift2,1
182,highloss,1,2,1,Drift2,2
183,highgain,1,1.5,1,Drift4,1
184,highloss,1,1.5,0,Drift2,3
185,lowloss,1.5,2,1,Drift3,1
186,lowloss,1,2,0,Drift3,2
187,lowgain,1,1.5,0,Drift1,1
188,highloss,1,1.5,0,Drift2,4
189,highgain,1.5,1.5,1,Drift4,2
190,lowloss,1.5,1.5,1,Drift3,3
191,lowgain,1,1.5,1,Drift1,2
192,lowloss,1.5,2,1,Drift3,4
193,highgain,1.5,1.5,1,Drift4,3
194,highloss,1.5,1.5,1,Drift2,5
195,lowgain,1,2.5,0,Drift1,3
196,highgain,1.5,1.5,1,Drift4,4
197,highloss,1,2,1,Drift2,6
198,highloss,1.5,2.5,1,Drift2,7
199,lowloss,1.5,2,1,Drift3,5
200,highgain,2,1.5,1,Drift4,5
201,highgain,1,2.5,1,Drift4,6
202,lowloss,1.5,2.5,1,Drift3,6
203,lowgain,2,2,1,Drift1,4
204,lowloss,1,2,1,Drift3,7
205,lowgain,1,2,0,Drift1,5
206,lowloss,2,1.5,1,Drift3,8
207,lowloss,1,1.5,1,Drift3,9
208,highgain,1.5,1.5,1,Drift4,7
209,lowgain,1.5,1.5,1,Drift1,6
210,highloss,1.5,2,0,Drift2,8
211,highgain,2,2.5,0,Drift4,8
212,highgain,1,2,1,Drift4,9
213,highloss,1,1.5,1,Drift2,9
214,highgain,1.5,1.5,1,Drift4,10
215,highgain,1.5,2,1,Drift4,11
216,lowgain,1.5,2,1,Drift1,7
217,lowloss,1,2.5,1,Drift3,10
218,lowloss,1,2.5,1,Drift3,11
219,lowgain,1,1.5,1,Drift1,8
220,lowgain,1,2,1,Drift1,9
221,highgain,1,2.5,1,Drift4,12
222,lowgain,1.5,1.5,1,Drift1,10
223,highgain,1.5,2.5,0,Drift4,13
224,highloss,2,1.5,1,Drift2,10
225,highloss,1,1.5,0,Drift2,11
226,lowloss,2,2,1,Drift3,12
227,lowloss,1.5,2.5,0,Drift3,13
228,highloss,1,1.5,1,Drift2,12
229,highgain,1,1.5,0,Drift4,14
230,highloss,1.5,1.5,1,Drift2,13
231,lowgain,2,1.5,1,Drift1,11
232,lowgain,1,2,1,Drift1,12
233,lowgain,1,1.5,1,Drift1,13
234,lowloss,1,1.5,1,Drift3,14
235,lowloss,1,1.5,0,Drift3,15
236,lowgain,2,1.5,1,Drift1,14
237,highloss,1,2,0,Drift2,14
238,lowgain,2,2,1,Drift1,15
239,highgain,1,2,0,Drift4,15
240,highloss,2,1.5,0,Drift2,15
