trialOrder,condition,fixationDuration,outcomeDelay,optcorrect,CBDrifts,CondOrder
121,highgain,3.5,2.5,1,Drift1,1
122,highgain,1.5,2.5,1,Drift1,2
123,highloss,3,1.5,1,Drift3,1
124,highgain,2,1.5,1,Drift1,3
125,lowgain,3,1.5,1,Drift2,1
126,lowgain,2.5,2,0,Drift2,2
127,lowloss,2,2,0,Drift4,1
128,highgain,1.5,2,1,Drift1,4
129,highloss,2.5,3,1,Drift3,2
130,lowgain,2.5,2,0,Drift2,3
131,lowloss,3,1.5,1,Drift4,2
132,lowgain,3,1.5,0,Drift2,4
133,highloss,3,1.5,0,Drift3,3
134,highgain,3,2.5,1,Drift1,5
135,lowloss,3,2,1,Drift4,3
136,highloss,2.5,2.5,1,Drift3,4
137,highgain,2,1.5,1,Drift1,6
138,highgain,3,3.5,0,Drift1,7
139,lowgain,2,2,1,Drift2,5
140,highloss,2.5,3,1,Drift3,5
141,highloss,2,3,0,Drift3,6
142,lowgain,1.5,2.5,1,Drift2,6
143,lowloss,2,1.5,1,Drift4,4
144,lowgain,2,1.5,1,Drift2,7
145,lowloss,2.5,1.5,1,Drift4,5
146,lowgain,1.5,3,0,Drift2,8
147,lowgain,2.5,2.5,1,Drift2,9
148,highloss,1.5,2,1,Drift3,7
149,lowloss,3,3,1,Drift4,6
150,highgain,2.5,2.5,1,Drift1,8
151,highloss,3.5,1.5,1,Drift3,8
152,highloss,2.5,1.5,0,Drift3,9
153,highgain,2,2.5,1,Drift1,9
154,highloss,1.5,1.5,1,Drift3,10
155,highloss,2.5,1.5,0,Drift3,11
156,lowloss,2,2,0,Drift4,7
157,lowgain,1.5,3,0,Drift2,10
158,lowgain,2.5,3,1,Drift2,11
159,lowloss,3,1.5,1,Drift4,8
160,lowloss,2,3,0,Drift4,9
161,highloss,3,3,1,Drift3,12
162,lowloss,2.5,2,0,Drift4,10
163,highloss,2,3,1,Drift3,13
164,highgain,2,2.5,0,Drift1,10
165,highgain,2,2.5,0,Drift1,11
166,lowgain,2.5,3,1,Drift2,12
167,lowgain,2.5,2.5,0,Drift2,13
168,highgain,2.5,3.5,1,Drift1,12
169,highloss,3.5,1.5,1,Drift3,14
170,highgain,2.5,3.5,0,Drift1,13
171,lowloss,2.5,3,0,Drift4,11
172,lowloss,1.5,2.5,1,Drift4,12
173,lowloss,2,3,1,Drift4,13
174,lowgain,1.5,2,1,Drift2,14
175,lowgain,3,1.5,1,Drift2,15
176,lowloss,2,3.5,0,Drift4,14
177,highgain,2.5,3,1,Drift1,14
178,lowloss,2.5,2,1,Drift4,15
179,highloss,2,3,1,Drift3,15
180,highgain,2.5,3,1,Drift1,15
